pair_id,name_a,name_b,label,pair_type,cluster_a,cluster_b
p0760,Visa,V,1,positive,visa,visa
p0761,Procter & Gamble Co.,P&G,1,positive,pg,pg
p0762,Roche Holding AG,F. Hoffmann-La Roche,1,positive,roche,roche
p0763,Google LLC,Google,1,positive,google,google
p0764,First Republic Bank,First Republic,1,positive,firstrepublic,firstrepublic
p0765,Tata Consultancy Services,Tata Motors Limited,0,hard_negative,tcs,tatamotors
p0766,Union Bank of Switzerland,First Republic Bank,0,hard_negative,ubs,firstrepublic
p0767,Bank of America,First Republic Bank,0,hard_negative,bofa,firstrepublic
p0768,"Delta Air Lines, Inc.","Delta Electronics, Inc.",0,hard_negative,delta_air,delta_elec
p0769,GOOGL,Merck and Co,0,easy_negative,alphabet,merck_us
p0770,Walmart Inc.,Wal Mart,1,positive,walmart,walmart
p0771,General Electric Co.,General Dynamics Corporation,0,hard_negative,ge,gendynamics
p0772,Tata Consultancy Services,Tata Steel,0,hard_negative,tcs,tatasteel
p0773,S&P Global Inc.,S&P Global,1,positive,sandp,sandp
p0774,SAP SE,McDonalds,0,easy_negative,sap,mcdonalds
p0775,Walmart Inc.,WMT,1,positive,walmart,walmart
p0776,Merck KGaA,E. Merck,1,positive,merck_de,merck_de
p0777,"The Goldman Sachs Group, Inc.",GS,1,positive,goldman,goldman
p0778,American Airlines Group Inc.,"American International Group, Inc.",0,hard_negative,amer_air,aig
p0779,Microsoft Corporation,Microsoft Corp.,1,positive,microsoft,microsoft
p0780,"Tesla Motors, Inc.",Tata Motors Limited,0,hard_negative,tesla,tatamotors
p0781,"PepsiCo, Inc.",Pepsi,1,positive,pepsico,pepsico
p0782,BMO Financial Group,Lincoln Financial Group,0,hard_negative,bankofmontreal,lincoln_fin
p0783,Royal Bank,Royal Bank of Scotland Group,0,hard_negative,rbc,rbs
p0784,Pepsi,PEP,1,positive,pepsico,pepsico
p0785,Verizon Communications Inc.,Verizon,1,positive,verizon,verizon
p0786,"NIKE, Inc.",Nike Inc,1,positive,nike,nike
p0787,Sony Group Corporation,Sony Corporation,1,positive,sony,sony
p0788,Deutsche Bank,DB,1,positive,deutschebank,deutschebank
p0789,Deutsche Bank,Deutsche Post AG,0,hard_negative,deutschebank,deutschepost
p0790,LVMH Moët Hennessy Louis Vuitton,Minnesota Mining and Manufacturing,0,easy_negative,lvmh,mmm
p0791,Boeing,BA,1,positive,boeing,boeing
p0792,Johnson & Johnson,Johnson Controls,0,hard_negative,jnj,johnson_controls
p0793,"Amazon.com, Inc.",Amazon.com,1,positive,amazon,amazon
p0794,GOOGL,Alibaba,0,easy_negative,alphabet,alibaba
p0795,Novartis AG,3M Company,0,easy_negative,novartis,mmm
p0796,Société des Produits Nestlé,Airbus SE,0,easy_negative,nestle,airbus
p0797,Hewlett-Packard,Hewlett Packard Enterprise Company,0,hard_negative,hp,hpe
p0798,Deutsche Bank AG,Royal Bank of Scotland Group,0,hard_negative,deutschebank,rbs
p0799,International Business Machines Corporation,Johnson Controls International plc,0,hard_negative,ibm,johnson_controls
p0800,Oracle Corp.,Verizon,0,easy_negative,oracle,verizon
p0801,"Wal-Mart Stores, Inc.",WMT,1,positive,walmart,walmart
p0802,HP Inc.,HPQ,1,positive,hp,hp
p0803,PepsiCo,PEP,1,positive,pepsico,pepsico
p0804,Merck Group,E. Merck,1,positive,merck_de,merck_de
p0805,Costco Wholesale Corporation,Costco,1,positive,costco,costco
p0806,Boeing Co,Boeing,1,positive,boeing,boeing
p0807,McDonald's,MCD,1,positive,mcdonalds,mcdonalds
p0808,TotalEnergies,VW,0,easy_negative,total,vw
p0809,Advanced Micro Devices,XOM,0,easy_negative,amd,exxon
p0810,"Delta Air Lines, Inc.",DAL,1,positive,delta_air,delta_air
p0811,"The Home Depot, Inc.",SC Johnson,0,easy_negative,homedepot,scjohnson
p0812,Genral Motors,Genral Electric,0,hard_negative,gm,ge
p0813,MA,"Salesforce.com, Inc.",0,easy_negative,mastercard,salesforce
p0814,Novartis International AG,American International Group,0,hard_negative,novartis,aig
p0815,Deutsche Bank AG,Bank of China Limited,0,hard_negative,deutschebank,bankofchina
p0816,The Coca-Cola Company,Coca Cola,1,positive,cocacola,cocacola
p0817,General Motors,General Electric Co.,0,hard_negative,gm,ge
p0818,"United Airlines Holdings, Inc.",American Airlines Group Inc.,0,hard_negative,united_air,amer_air
p0819,Honda Motor,McDonald's Corporation,0,easy_negative,honda,mcdonalds
p0820,Saudi Arabian Oil Company,Aramco,1,positive,aramco,aramco
p0821,"Delta Air Lines, Inc.",Delta Air Lines,1,positive,delta_air,delta_air
p0822,"S. C. Johnson & Son, Inc.",Honda Motor,0,easy_negative,scjohnson,honda
p0823,Tata Consultancy Services,Tata Steel Limited,0,hard_negative,tcs,tatasteel
p0824,Johnson Controls International plc,"S. C. Johnson & Son, Inc.",0,hard_negative,johnson_controls,scjohnson
p0825,General Motors Company,General Electric Company,0,hard_negative,gm,ge
p0826,"Hitachi, Ltd.",日立製作所,1,positive,hitachi,hitachi
p0827,Tata Steel Limited,Tata Steel,1,positive,tatasteel,tatasteel
p0828,GlaxoSmithKline plc,GSK,1,positive,gsk,gsk
p0829,"Samsung Electronics Co., Ltd.",Delta Electronics,0,hard_negative,samsung,delta_elec
p0830,RBC,Royal Bank,1,positive,rbc,rbc
p0831,Microsoft Corporation,Microsft,1,positive,microsoft,microsoft
p0832,Verizon Communications Inc.,VZ,1,positive,verizon,verizon
p0833,General Electric Co.,"American Electric Power Company, Inc.",0,hard_negative,ge,aep
p0834,Toyota Motor Corporation,"Honda Motor Co., Ltd.",0,hard_negative,toyota,honda
p0835,International Business Machines Corporation,Chevron Corporation,0,easy_negative,ibm,chevron
p0836,AP Moller Maersk,A.P. Møller – Mærsk,1,positive,maersk,maersk
p0837,American Telephone & Telegraph,"American Electric Power Company, Inc.",0,hard_negative,att,aep
p0838,Exxon,Gazprom,0,easy_negative,exxon,gazprom
p0839,Ford Motor Company,Honda Motor,0,hard_negative,ford,honda
p0840,Cisco Systems,CSCO,1,positive,cisco,cisco
p0841,I.B.M.,Internationl Business Machines,1,positive,ibm,ibm
p0842,Bank of America,Crédit Suisse,0,easy_negative,bofa,creditsuisse
p0843,American Express,American Airlines Group Inc.,0,hard_negative,amex,amer_air
p0844,"Apple Computer, Inc.",UBS,0,easy_negative,apple,ubs
p0845,Volkswagen Aktiengesellschaft,Volkswagon,1,positive,vw,vw
p0846,Wal Mart,UnitedHealth Group,0,easy_negative,walmart,unitedhealth
p0847,General Mills,General Dynamics,0,hard_negative,genmills,gendynamics
p0848,"American International Group, Inc.",Johnson Controls International plc,0,hard_negative,aig,johnson_controls
p0849,L'Oréal S.A.,L'Oréal,1,positive,loreal,loreal
p0850,Honda Motor,Verizon Communications Inc.,0,easy_negative,honda,verizon
p0851,Toyota Motor Corporation,Honda Motor,0,hard_negative,toyota,honda
p0852,GSK plc,GlaxoSmithKline plc,1,positive,gsk,gsk
p0853,"Wal-Mart Stores, Inc.",Wal Mart,1,positive,walmart,walmart
p0854,International Business Machines Corporation,"American International Group, Inc.",0,hard_negative,ibm,aig
p0855,JPMorgan Chase & Co.,"Salesforce.com, Inc.",0,easy_negative,jpmorgan,salesforce
p0856,Johnson Controls,SC Johnson,0,hard_negative,johnson_controls,scjohnson
p0857,SAP AG,KO,0,easy_negative,sap,cocacola
p0858,ASML Holding N.V.,ASML,1,positive,asml,asml
p0859,Bank of America,BofA,1,positive,bofa,bofa
p0860,Genral Motors,Tata Motors Limited,0,hard_negative,gm,tatamotors
p0861,"American International Group, Inc.",AIG,1,positive,aig,aig
p0862,Anheuser-Busch InBev SA/NV,AB InBev,1,positive,abinbev,abinbev
p0863,J.P. Morgan,Morgan Stanley & Co.,0,hard_negative,jpmorgan,morganstanley
p0864,Bank of China,First Republic Bank,0,hard_negative,bankofchina,firstrepublic
p0865,3M Company,3M,1,positive,mmm,mmm
p0866,"Facebook, Inc.",META,1,positive,meta,meta
p0867,General Motors Company,"General Mills, Inc.",0,hard_negative,gm,genmills
p0868,Johnson & Johnson,Johnson and Johnson,1,positive,jnj,jnj
p0869,3M Company,Minnesota Mining and Manufacturing,1,positive,mmm,mmm
p0870,Chevron Corporation,Chevron,1,positive,chevron,chevron
p0871,UBS,Coca-Cola Co,0,easy_negative,ubs,cocacola
p0872,The Procter & Gamble Company,Moet Hennessy Louis Vuitton,0,easy_negative,pg,lvmh
p0873,Apple Inc.,BAC,0,easy_negative,apple,bofa
p0874,Johnson Controls,NatWest Group plc,0,easy_negative,johnson_controls,rbs
p0875,I.B.M.,UNH,0,easy_negative,ibm,unitedhealth
p0876,Merck Sharp & Dohme,Merck KGaA,0,hard_negative,merck_us,merck_de
p0877,General Motors Company,Tata Motors,0,hard_negative,gm,tatamotors
p0878,BP p.l.c.,BP,1,positive,bp,bp
p0879,A.P. Moller-Maersk A/S,A.P. Møller – Mærsk,1,positive,maersk,maersk
p0880,DHL Group,Bank of America,0,easy_negative,deutschepost,bofa
p0881,Alibaba,BABA,1,positive,alibaba,alibaba
p0882,Samsung Electronics,"Delta Electronics, Inc.",0,hard_negative,samsung,delta_elec
p0883,Royal Bank of Canada,First Republic Bank,0,hard_negative,rbc,firstrepublic
p0884,UBS,Union Bank of Switzerland,1,positive,ubs,ubs
p0885,Lincoln Electric,Honda Motor,0,easy_negative,lincoln_elec,honda
p0886,Toyota Motor Corp,トヨタ自動車,1,positive,toyota,toyota
p0887,JP Morgan,Morgan Stanley,0,hard_negative,jpmorgan,morganstanley
p0888,Standard Chartered,Standard & Poor's,0,hard_negative,stanchart,sandp
p0889,Mercedes-Benz Group AG,Mercedes Benz,1,positive,mercedes,mercedes
p0890,Berkshire,BRK.A,1,positive,berkshire,berkshire
p0891,"Tesla Motors, Inc.",TSLA,1,positive,tesla,tesla
p0892,Lincoln National Corporation,Lincoln Electric,0,hard_negative,lincoln_fin,lincoln_elec
p0893,Alphabet Inc.,GOOGL,1,positive,alphabet,alphabet
p0894,AEP,Nestle,0,easy_negative,aep,nestle
p0895,Bank of America,BAC,1,positive,bofa,bofa
p0896,Costco,COST,1,positive,costco,costco
p0897,Amazon,Amazon.com,1,positive,amazon,amazon
p0898,Exxon,McDonalds,0,easy_negative,exxon,mcdonalds
p0899,I.B.M.,IBM Corp.,1,positive,ibm,ibm
p0900,"Merck & Co., Inc.",E. Merck,0,hard_negative,merck_us,merck_de
p0901,Sony Group Corporation,Aple Inc,0,easy_negative,sony,apple
p0902,Intel Corp,INTC,1,positive,intel,intel
p0903,United Airlines,American Airlines Group Inc.,0,hard_negative,united_air,amer_air
p0904,Mastercard Incorporated,MA,1,positive,mastercard,mastercard
p0905,"Samsung Electronics Co., Ltd.",삼성전자,1,positive,samsung,samsung
p0906,"Salesforce.com, Inc.",Salesforce,1,positive,salesforce,salesforce
p0907,"United Airlines Holdings, Inc.","United Parcel Service, Inc.",0,hard_negative,united_air,ups
p0908,Sony Corporation,GlaxoSmithKline,0,easy_negative,sony,gsk
p0909,Alphabet Inc.,Alphabet,1,positive,alphabet,alphabet
p0910,"Samsung Electronics Co., Ltd.","Samsung Heavy Industries Co., Ltd.",0,hard_negative,samsung,samsung_heavy
p0911,Merck and Co,Merck Sharp & Dohme,1,positive,merck_us,merck_us
p0912,"Hitachi, Ltd.",UBS Group AG,0,easy_negative,hitachi,ubs
p0913,Alibaba Group Holding Limited,Alibaba,1,positive,alibaba,alibaba
p0914,NatWest Group plc,Royal Bank of Scotland Group,1,positive,rbs,rbs
p0915,JPMorgan Chase & Co.,American Express Company,0,easy_negative,jpmorgan,amex
p0916,"Salesforce.com, Inc.",American Electric Power,0,easy_negative,salesforce,aep
p0917,PepsiCo,Pepsi,1,positive,pepsico,pepsico
p0918,L'Oreal,Total S.A.,0,easy_negative,loreal,total
p0919,AstraZeneca,Alphabet Inc.,0,easy_negative,astrazeneca,alphabet
p0920,Samsung Electronics,HSBC,0,easy_negative,samsung,hsbc
p0921,AT&T,A T & T,1,positive,att,att
p0922,Airbus SE,Airbus,1,positive,airbus,airbus
p0923,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise,1,positive,hpe,hpe
p0924,Deutsche Bank AG,DB,1,positive,deutschebank,deutschebank
p0925,Airbus SE,EADS,1,positive,airbus,airbus
p0926,"United Airlines Holdings, Inc.",United Air Lines,1,positive,united_air,united_air
p0927,Nike,Nike Inc,1,positive,nike,nike
p0928,"Salesforce, Inc.",Salesforce,1,positive,salesforce,salesforce
p0929,Gazprom,OAO Gazprom,1,positive,gazprom,gazprom
p0930,J.P. Morgan,Morgan Stanley,0,hard_negative,jpmorgan,morganstanley
p0931,Nestlé S.A.,UPS,0,easy_negative,nestle,ups
p0932,General Motors Company,GM,1,positive,gm,gm
p0933,Crédit Agricole S.A.,Crédit Agricole,1,positive,creditagricole,creditagricole
p0934,Toyota Motor Corporation,Ford Motor Company,0,hard_negative,toyota,ford
p0935,Merck Sharp & Dohme,MSD,1,positive,merck_us,merck_us
p0936,"United Parcel Service, Inc.","The Home Depot, Inc.",0,easy_negative,ups,homedepot
p0937,General Electric Company,"Lincoln Electric Holdings, Inc.",0,hard_negative,ge,lincoln_elec
p0938,"United Airlines Holdings, Inc.",United Parcel Service,0,hard_negative,united_air,ups
p0939,Tata Consultancy Services Limited,Tata Steel Limited,0,hard_negative,tcs,tatasteel
p0940,"American Electric Power Company, Inc.",AEP,1,positive,aep,aep
p0941,Airbus SE,Bank of China Limited,0,easy_negative,airbus,bankofchina
p0942,Meta,META,1,positive,meta,meta
p0943,First Solar,First Republic,0,hard_negative,firstsolar,firstrepublic
p0944,General Electric Company,"General Mills, Inc.",0,hard_negative,ge,genmills
p0945,Mercedes-Benz Group AG,Mercedes-Benz,1,positive,mercedes,mercedes
p0946,KO,SAP SE,0,easy_negative,cocacola,sap
p0947,Bank of America,Bank of China,0,hard_negative,bofa,bankofchina
p0948,MasterCard,Hewlett-Packard,0,easy_negative,mastercard,hp
p0949,Chevron,CVX,1,positive,chevron,chevron
p0950,Roche Holding AG,PEP,0,easy_negative,roche,pepsico
p0951,Standard Chartered PLC,Standard Chartered,1,positive,stanchart,stanchart
p0952,Total,Johnson & Johnson,0,easy_negative,total,jnj
p0953,Deutsche Bank,Royal Bank,0,hard_negative,deutschebank,rbc
p0954,Union Bank of Switzerland,Royal Bank,0,hard_negative,ubs,rbc
p0955,AT&T Inc.,American Telephone & Telegraph,1,positive,att,att
